"original_text","final_text","sentiment","sentiment_label","__index_level_0__"
"@devivoyy @prabowo @gibran_tweet Lolos cpns yaa dep? Selamat dep🥳🥳🥳","lolos cpns yaa dep? selamat dep🥳🥳🥳",2,"positive",2921
"@LeonPriceleon48 Cek kesehatan gratis dari Prabowo, karena kesehatan adalah investasi berharga","cek kesehatan gratis dari prabowo, karena kesehatan adalah investasi berharga",2,"positive",7476
"@FradaRandi1 Langkah Presiden Prabowo: mitra dagang diperkuat, hilirisasi SDA, konsumsi domestik diperkuat lawan tarif AS","langkah presiden prabowo: mitra dagang diperkuat, hilirisasi sda, konsumsi domestik diperkuat lawan tarif as",0,"negative",7717
"@prabowo @gibran_tweet ngomong sampe berbusa-busa tentang EKONOMI JIHAU. Tapi kelakuannya sebaliknya. Danantara-pun jadi kendaraan. HAUS SETELAH 20 TAHUN TAK BERKUASA. Kini bukan lagi melepas dahaga. Tapi memuaskan nafsu

#IndonesiaGelap https://t.co/i5UO2W2Xw3","ngomong sampe berbusa-busa tentang ekonomi jihau. tapi kelakuannya sebaliknya. danantara-pun jadi kendaraan. haus setelah 20 tahun tak berkuasa. kini bukan lagi melepas dahaga. tapi memuaskan nafsu",1,"neutral",3182
"@RevanskaP71045 @B3doel___ Bawa ke ranah hukum aja kak","bawa ke ranah hukum aja kak",1,"neutral",8129
"rangkuman menonton 3 jam -- komunikasi dengan publik terbaik sepanjang pemerintahan beliau (ada bedanya dikomper dengan wawancara dua hari yang lalu)

walau enggak semua rencananya bakal berjalan lancar karena skill issue government, paling tidak perlu banyak buat forum begini https://t.co/rcFA4YDJh3","rangkuman menonton 3 jam -- komunikasi dengan publik terbaik sepanjang pemerintahan beliau (ada bedanya dikomper dengan wawancara dua hari yang lalu) walau enggak semua rencananya bakal berjalan lancar karena skill issue government, paling tidak perlu banyak buat forum begini",1,"neutral",9091
"@PartaiSocmed @prabowo itulah pentingnya sekretariat di K/L diiisi profesional.
Penting merinci pos yg layak di pangkas dan yg harus di tambah.

haduh, lebih 100 hari kerja masih  blum nunjukin perbaikan pelayanan.

tp ya emang OMON², 11 PERSEN ✅
contoh efisiensi dimulai dari menggemukkan kabinet kok","itulah pentingnya sekretariat di k/l diiisi profesional. penting merinci pos yg layak di pangkas dan yg harus di tambah. haduh, lebih 100 hari kerja masih blum nunjukin perbaikan pelayanan. tp ya emang omon², 11 persen ✅ contoh efisiensi dimulai dari menggemukkan kabinet kok",2,"positive",3956
"Masyarakat puas dengan kinerja presiden prabowo di 100 hari kerja https://t.co/fdHLXcA7ng","masyarakat puas dengan kinerja presiden prabowo di 100 hari kerja",1,"neutral",1281
"Bantuan lebaran dari Presiden @prabowo semoga bisa sedikit meringankan

Dg kebijakan2 pro rakyat mempersiapkan negara menjadi kaya raya, insyaallah 5 tahun kemudian situasi seperti ini tak lagi terjadi

Presiden sangat mencintai kalian, apapun dilakukan tuk sejahterakan rakyat♥️ https://t.co/hlHxDduTyZ","bantuan lebaran dari presiden semoga bisa sedikit meringankan dg kebijakan2 pro rakyat mempersiapkan negara menjadi kaya raya, insyaallah 5 tahun kemudian situasi seperti ini tak lagi terjadi presiden sangat mencintai kalian, apapun dilakukan tuk sejahterakan rakyat♥️",2,"positive",5817
"@humaniesproject Dulu banyak yg bilang kalo Anies Presiden, Indonesia bakal jadi kaya Israel, ternyata mereka sama dengan pimpinannya perkatanya selalu kebalikannya, saat ini sudah seperti Israel.","dulu banyak yg bilang kalo anies presiden, indonesia bakal jadi kaya israel, ternyata mereka sama dengan pimpinannya perkatanya selalu kebalikannya, saat ini sudah seperti israel.",2,"positive",488
"Prabowo-Gibran sebenarnya dilantik tanggal 20 Oktober 2024 Atau 2 Oktober 2024?!

Seharusnyakan 

(20+10)+(2+0+2+4)

Kok malah jadi

(2+10)+(2+0+2+4)

Padahal 30 itu 3+0=3, hasilnya tetap sama pada akhirnya no 2..

Pantesan dah APBN sampai sekarang ribet ga jelas..","prabowo-gibran sebenarnya dilantik tanggal 20 oktober 2024 atau 2 oktober 2024?! seharusnyakan (20+10)+(2+0+2+4) kok malah jadi (2+10)+(2+0+2+4) padahal 30 itu 3+0=3, hasilnya tetap sama pada akhirnya no 2.. pantesan dah apbn sampai sekarang ribet ga jelas..",1,"neutral",2021
"Top bgt pencapaian 100 hari kerja kabinet prabowo, Menteri BUMN Erick Thohir masuk menteri yg paling terbanyak dibaca 

#berita #presidenprabowo #100harikerja #erickthohir #menteribumn #detik #tepatsolutifindonesia
@erickthohir @KemenBUMN 

Kim Saeron #TimnasDay Senin https://t.co/TISJ7E9uXf","top bgt pencapaian 100 hari kerja kabinet prabowo, menteri bumn erick thohir masuk menteri yg paling terbanyak dibaca kim saeron senin",2,"positive",3893
"@Indo_2002 Mudah2an Prabowo legacy nya sebagai presiden bagus.. Dan mudah2an tidak di dor seperti Abraham Lincoln karena kebijakan-kebijakan nya.. https://t.co/B1281qQHni","mudah2an prabowo legacy nya sebagai presiden bagus.. dan mudah2an tidak di dor seperti abraham lincoln karena kebijakan-kebijakan nya..",1,"neutral",89
"@CNNIndonesia Disaat negara Thailand banyak dapat bantuan daripihak asing untuk evakuasi bangunan yang roboh dan mencari korban,disisi lain Myanmar kerja sendiri .Kasihan rakyatnya cuma bisa berpangku tangan dari egoisny pemerintah.Saya harap anda belajar dari sini pak @prabowo","disaat negara thailand banyak dapat bantuan daripihak asing untuk evakuasi bangunan yang roboh dan mencari korban,disisi lain myanmar kerja sendiri .kasihan rakyatnya cuma bisa berpangku tangan dari egoisny pemerintah.saya harap anda belajar dari sini pak",2,"positive",5782
"Prabowo Gemar Menyakiti Hati Rakyat.

“Presiden Prabowo adalah figur yang sulit ditemui rakyatnya. Terkesan sombong dan elitis. Cuma mahir omong soal kerakyatan dan pemerintahan bersih tanpa realisasi.”

https://t.co/2IRktRMLbO https://t.co/tMYye04wAq","prabowo gemar menyakiti hati rakyat. “presiden prabowo adalah figur yang sulit ditemui rakyatnya. terkesan sombong dan elitis. cuma mahir omong soal kerakyatan dan pemerintahan bersih tanpa realisasi.”",0,"negative",2092
"Pemerintah menyambut baik hasil survei yang menunjukkan tingginya tingkat kepuasan masyarakat terhadap kinerja Presiden Prabowo Subianto dan Kabinet Merah Putih dalam 100 hari pertama masa kerja. 
#prabowogibran #prabowo #presidenprabowo https://t.co/AmiwgRgd0Y","pemerintah menyambut baik hasil survei yang menunjukkan tingginya tingkat kepuasan masyarakat terhadap kinerja presiden prabowo subianto dan kabinet merah putih dalam 100 hari pertama masa kerja.",2,"positive",3665
"Indonesia hancur sehancur-hancurnya. Diporak-porandakan oleh tikus berdasi dan keluarga mebel, bahkan presiden yang baru menjabat 100 hari lebih aja udah bisa bikin kacau balau. Kasihan banget bumi pertiwi kita kembali dijajah.","indonesia hancur sehancur-hancurnya. diporak-porandakan oleh tikus berdasi dan keluarga mebel, bahkan presiden yang baru menjabat 100 hari lebih aja udah bisa bikin kacau balau. kasihan banget bumi pertiwi kita kembali dijajah.",0,"negative",1301
"Personel Polsek Balongbendo Berikan Bantuan Bibit Jagung kepada Petani

Sidoarjo – Dalam rangka program ketahanan pangan Polresta Sidoarjo  sebagai bentuk mendukung Asta Cita Presiden Prabowo Subianto, personel Polsek Balongbendo memberikan bantuan bibit jagung kepada para petani https://t.co/vkUQjr7QuF","personel polsek balongbendo berikan bantuan bibit jagung kepada petani sidoarjo – dalam rangka program ketahanan pangan polresta sidoarjo sebagai bentuk mendukung asta cita presiden prabowo subianto, personel polsek balongbendo memberikan bantuan bibit jagung kepada para petani",2,"positive",6252
"Koruptor Harus Hukum Mati📌

cc @prabowo @gibran_tweet https://t.co/IlgX1V1jVi","koruptor harus hukum mati📌 cc",1,"neutral",2783
"Ketumnya sdh ktm sm Presiden utk sama2 membangun bangsa, tp buzzer2nya yg bangsat semua msh ngejelek2in program pemerintahan Prabowo ( MBG ). Sakit hati capresnya kalah jd pd sinting semua buzzer2nya pdip.","ketumnya sdh ktm sm presiden utk sama2 membangun bangsa, tp buzzer2nya yg bangsat semua msh ngejelek2in program pemerintahan prabowo ( mbg ). sakit hati capresnya kalah jd pd sinting semua buzzer2nya pdip.",0,"negative",9040
"Bisa nggak sih Pak Presiden @prabowo &amp; Wapres @gibran_tweet memberantas ormas2 &amp; preman2 yg suka malakin?","bisa nggak sih pak presiden &amp; wapres memberantas ormas2 &amp; preman2 yg suka malakin?",1,"neutral",2478
"tolong dong tim komunikasi pemerintah beneran rekrut dari orang-orang komunikasi, komunikasi bawahan kalian jelek bngt anjg @prabowo @gibran_tweet","tolong dong tim komunikasi pemerintah beneran rekrut dari orang-orang komunikasi, komunikasi bawahan kalian jelek bngt anjg",0,"negative",2856
"Erick Thohir tak lebih menteri rasa buzzeRp Jokowi, trouble maker FIFA PSSI &amp; Pertamina

100 Hari Presiden Prabowo berkuasa tapi msh kewalahan hadapi trick Mulyono yg touring Solo Jakarta manfaatin orang²nya di kabinet

Jokowi adlh pengendali posisi² strategis pemerintahan &amp; BUMN https://t.co/MqmrirNyl0","erick thohir tak lebih menteri rasa buzzerp jokowi, trouble maker fifa pssi &amp; pertamina 100 hari presiden prabowo berkuasa tapi msh kewalahan hadapi trick mulyono yg touring solo jakarta manfaatin orang²nya di kabinet jokowi adlh pengendali posisi² strategis pemerintahan &amp; bumn",1,"neutral",3127
"pak @prabowo &amp; @gibran_tweet gmn ni dollar udh di 17rb??
ada solusi kah?","pak &amp; gmn ni dollar udh di 17rb?? ada solusi kah?",1,"neutral",7210
"@ch_chotimah2 @prabowo Pak Prabowo lebih sayang sama warga Gaza drpd sama warga negara indonesia, lebih memilih kasihan sama anak² koruptor drpd anak² yg tdak koruptor. Pernyataan selalu blunder di kalangan pemerintahan. Jdi jgn salahkan warga indonesia yg memilih kerja di luar negeri drpd di Indonesia","pak prabowo lebih sayang sama warga gaza drpd sama warga negara indonesia, lebih memilih kasihan sama anak² koruptor drpd anak² yg tdak koruptor. pernyataan selalu blunder di kalangan pemerintahan. jdi jgn salahkan warga indonesia yg memilih kerja di luar negeri drpd di indonesia",0,"negative",8947
"🧵 THREAD | Strategi Prabowo Hadapi Tarif Impor Trump: Diplomasi, Diversifikasi, dan Danantara https://t.co/cwXG5JaBee","🧵 thread | strategi prabowo hadapi tarif impor trump: diplomasi, diversifikasi, dan danantara",1,"neutral",7865
"Presiden RI Prabowo Subianto geram dengan tingkah koruptor di Indonesia. Prabowo merasa 100 hari sudah cukup untuk memberikan kesempatan kepada koruptor untuk mengembalikan uang negara.

https://t.co/TLlnvDcp37","presiden ri prabowo subianto geram dengan tingkah koruptor di indonesia. prabowo merasa 100 hari sudah cukup untuk memberikan kesempatan kepada koruptor untuk mengembalikan uang negara.",0,"negative",1626
"@LeonPriceleon48 Pemerintah berkomitmen untuk mengatasi kesenjangan ekonomi gender melalui program inklusi dan pelatihan","pemerintah berkomitmen untuk mengatasi kesenjangan ekonomi gender melalui program inklusi dan pelatihan",2,"positive",9973
"@tanyarlfes moon maap nder nih ya, moon maap bgt bukannya mau ngejulid, secantik apapun km, km gabakalan bs ngerebut dari bunda ted. ibu2 itu ngasal ngomong aj yg calon istrinya presiden itu. make up km ga gagal tp klo mau ngerebut dr bunda udh jls pasti gagal😔","moon maap nder nih ya, moon maap bgt bukannya mau ngejulid, secantik apapun km, km gabakalan bs ngerebut dari bunda ted. ibu2 itu ngasal ngomong aj yg calon istrinya presiden itu. make up km ga gagal tp klo mau ngerebut dr bunda udh jls pasti gagal😔",0,"negative",836
"@KompasTV @Prabowo @puanmaharani_ri terus kemarin pengesahan RUU TNI dan draftnya sampai sekarang gaada di website itu gimana ya pak ceritanya?

Dari kemarin bikin statement blunder terus, gara-gara kelakuan kalian itu akhirnya militer bentrok sama warga yang menjunjung tinggi keadilan🤬","terus kemarin pengesahan ruu tni dan draftnya sampai sekarang gaada di website itu gimana ya pak ceritanya? dari kemarin bikin statement blunder terus, gara-gara kelakuan kalian itu akhirnya militer bentrok sama warga yang menjunjung tinggi keadilan🤬",0,"negative",6799
"“Ini modal politik yang besar sekali buat Presiden Prabowo Subianto,” ujar Peneliti Utama Indikator Politik Indonesia Burhanuddin Muhtadi saat menyampaikan survei bertajuk ‘Evaluasi Publik Atas Kinerja 100 Hari Presiden Prabowo dan Kabinet Merah Putih’ secara virtual","“ini modal politik yang besar sekali buat presiden prabowo subianto,” ujar peneliti utama indikator politik indonesia burhanuddin muhtadi saat menyampaikan survei bertajuk ‘evaluasi publik atas kinerja 100 hari presiden prabowo dan kabinet merah putih’ secara virtual",1,"neutral",3576
"AHY Hadiri Diskusi Publik MN KAHMI, 100 Hari Kabinet 100 Menteri Antara Harapan dan Tantangan https://t.co/eCyD7GiYZO https://t.co/SykCWXZ4sf","ahy hadiri diskusi publik mn kahmi, 100 hari kabinet 100 menteri antara harapan dan tantangan",0,"negative",4362
"Bajingan berseragam. Semua sopir jg dah paham. 
@prabowo kapan hukum mati koruptor.","bajingan berseragam. semua sopir jg dah paham. kapan hukum mati koruptor.",0,"negative",8156
"@LeonPriceleon48 Menghadapi banjir, Prabowo dengan Program 3 Juta Rumah memberikan solusi relokasi yang menjanjikan","menghadapi banjir, prabowo dengan program 3 juta rumah memberikan solusi relokasi yang menjanjikan",1,"neutral",7326
"@DokterTifa Prabowo butuh modal untuk mengalahkan Anies di pilpres kemarin,kumpulin modal saat jadi menhan,kalo bukan karena bantuan nya Jokowi dia bisa apa,,","prabowo butuh modal untuk mengalahkan anies di pilpres kemarin,kumpulin modal saat jadi menhan,kalo bukan karena bantuan nya jokowi dia bisa apa,,",2,"positive",6187
"Ini cara berantas koruptor yg sangat efisien dan efektif. 

Tidak perlu bikin penjara di pulau terpencil yg kuras APBN dan dijamin tdk efektif 

Cukup @prabowo bikin Perppu atau kepres Hukum mati koruptor 

Sangat mudah, dan kurang dari 2 tahun Republik ini akan bersih https://t.co/Dyzs50XP3M","ini cara berantas koruptor yg sangat efisien dan efektif. tidak perlu bikin penjara di pulau terpencil yg kuras apbn dan dijamin tdk efektif cukup bikin perppu atau kepres hukum mati koruptor sangat mudah, dan kurang dari 2 tahun republik ini akan bersih",0,"negative",8319
"Presiden Prabowo Bertemu 8 Pengusaha Besar, Bahas Ekonomi dan Kesejahteraan Rakyat

Kolaborasi Pemerintah &amp; Pengusaha untuk Indonesia Maju

#PrabowoSubianto #EkonomiIndonesia #MakanBergiziGratis #Danantara #PembangunanNasional #IndustriIndonesia @CNNIndonesia @detikcom https://t.co/zNagPtFTpE","presiden prabowo bertemu 8 pengusaha besar, bahas ekonomi dan kesejahteraan rakyat kolaborasi pemerintah &amp; pengusaha untuk indonesia maju",2,"positive",2091
"Indonesia economy @detikfinance @KontanNews @Strategi_Bisnis @IDX_BEI @ChatibBasri kepastian hukum dan kemudahan bisnis era prabowo ? @bkpm @gibran_tweet","indonesia economy kepastian hukum dan kemudahan bisnis era prabowo ?",2,"positive",8473
"Danantara Indonesia hadir sebagai kekuatan baru dalam membangun masa depan ekonomi bangsa. Dengan pendekatan inklusif, Danantara memastikan setiap warga negara memiliki kesempatan untuk berkontribusi dan merasakan manfaat dari kemajuan yang dicapai. https://t.co/AjnldbytAF","danantara indonesia hadir sebagai kekuatan baru dalam membangun masa depan ekonomi bangsa. dengan pendekatan inklusif, danantara memastikan setiap warga negara memiliki kesempatan untuk berkontribusi dan merasakan manfaat dari kemajuan yang dicapai.",2,"positive",7115
"Sudah Lewati 100 Hari Kerja, Presiden Prabowo Perintahkan Kajagung, Kapolri, KKP Sikat Pejabat Nakal 
#KerjaNyata100Hari
#PrabowoGibran https://t.co/EDn6IUfh4u","sudah lewati 100 hari kerja, presiden prabowo perintahkan kajagung, kapolri, kkp sikat pejabat nakal",0,"negative",1583
"@prromild Langkah pasti Presiden Prabowo bersinergi dengan Ray Dalio &amp; figur ekonomi nasional lain untuk Ekonomi Kokoh #KebijakanTepatEkonomiKokoh","langkah pasti presiden prabowo bersinergi dengan ray dalio &amp; figur ekonomi nasional lain untuk ekonomi kokoh",1,"neutral",1777
"Kerajaan kena serius dengan isu pengangguran ni. Kos sara hidup naik tinggi macam tu orang susah makin terhimpit.  Harap Prabowo boleh cari jalan penyelesaian bukan buat janji manis je.

#pengangguran #kos_sara_hidup #kerajaan https://t.co/sUL0HXHqCU","kerajaan kena serius dengan isu pengangguran ni. kos sara hidup naik tinggi macam tu orang susah makin terhimpit. harap prabowo boleh cari jalan penyelesaian bukan buat janji manis je.",0,"negative",5319
"Bantu Tingkatkan Kesejahteraan Umat, Prabowo Subianto Apresiasi Kinerja Baznas 
https://t.co/lPe0zEYp9a","bantu tingkatkan kesejahteraan umat, prabowo subianto apresiasi kinerja baznas",2,"positive",5368
"@Yha2n3 @prabowo @gibran_tweet @Gerindra Editan..jngn bgini dunk..jujur aja sampaikan aspirasinya .lebih elegan","editan..jngn bgini dunk..jujur aja sampaikan aspirasinya .lebih elegan",2,"positive",3052
"Pasar aman, kepercayaan tumbuh. Pemerintah hadir menjaga kestabilan ekonomi dalam situasi sulit #EkonomiMaju #EkonomiAman #EkonomiTerjaga #RupiahAman https://t.co/2zbgyYppGA","pasar aman, kepercayaan tumbuh. pemerintah hadir menjaga kestabilan ekonomi dalam situasi sulit",2,"positive",9946
"Melihat 100 Hari Kabinet Merah Putih, melangkah dengan optimis!

https://t.co/iZvyuhJPZm https://t.co/1JqCiHyiXL","melihat 100 hari kabinet merah putih, melangkah dengan optimis!",1,"neutral",4544
